Time,Year,Day,HourMin,BattV,ProgSig,AirTC_avg,RH,WS_ms,Wind_dir,Rain_mm_Tot,WP_8T,Temp_8T,WP_7C,Temp_7C,WP_10T,Temp_10T,WP_5T,Temp_5T,WP_6C,Temp_6C,WP_9C,Temp_9C,Slrkw_avg,SLRMH_Tot,LW,WP_2T,Temp_2T,WP_1T,Temp_1T,WP_3C,Temp_3C,WP_4C,Temp_4C,WP_11T,Temp_11T,WP_12C,Temp_12C,WV_8T,WV_7C,DateR,hours,minutes,datetime,VPD,Sol_W_m2,PAR,DLI,SM_T,SM_C,Temp_T,Temp_C
115929,2024,304,1400,13.88,1948,18.65,47.67,1.585,198.7,0,-0.013452113391799378,20.02,-0.008197713620392464,20.75,-0.007214235558831955,21.09,-0.7671425967635859,23.81,-0.02167709838607931,19.58,-0.006974145649913953,19.25,0.938,1.6876,-101,-0.9405691472900014,23.62,-2.2821233816325557,26.9,-0.006296824588569986,18.85,-0.008144122807801172,21.91,-0.0097572414849139,21.81,-0.00837284528558848,20.88,-43.52,-555.3,2024-10-30,14,0,2024-10-30T12:00:00Z,1.1272043539609709,938,2157.3999999999996,186.39935999999994,-0.3476270668978265,-0.010257981010551375,22.875,20.203333333333333
115930,2024,304,1430,14.06,1948,18.97,47.73,1.948,124.7,0,-0.013841890749667797,20.74,-0.008465475901535366,21.39,-0.007423615968986767,21.68,-0.7489160018975608,24.49,-0.022007670954632384,20.03,-0.007151299741507457,19.72,0.886,1.5955,-101,-0.9161445129040973,24.26,-1.8335903525867143,28.09,-0.006540359596247843,19.62,-0.008422903825868303,22.66,-0.010241779980330696,22.37,-0.008528000259696238,21.12,-56.82,-588.5,2024-10-30,14,30,2024-10-30T12:30:00Z,1.1487045918204908,886,2037.8,176.06592,-0.33931356030012866,-0.010517542003958272,23.605,20.756666666666668
115931,2024,304,1500,14.06,1948,19.01,48.21,2.112,236,0,-0.01428164296120649,21.5,-0.008575680705487983,21.9,-0.00762312484615661,22.24,-0.7392822783614021,25.15,-0.02129114271671372,20.36,-0.007274598012912758,20.06,0.82,1.4763,-101,-0.8932987658850574,24.8,-1.3038917731024908,28.92,-0.006777039275826637,20.33,-0.008734336569428628,23.41,-0.01069486625832453,22.77,-0.008641618779930128,21.2,-71.9,-622.1,2024-10-30,15,0,2024-10-30T13:00:00Z,1.141006854038063,820,1885.9999999999998,162.95039999999997,-0.33303613566242946,-0.010530559456073946,24.23,21.209999999999997
115932,2024,304,1530,14.09,1948,18.98,46.66,2.478,223.9,0,-0.015113289104446832,22.33,-0.008782560978182453,22.25,-0.007814857842522331,22.73,-0.7198261877233888,25.74,-0.02141678770012852,20.59,-0.007350752827604267,20.27,0.743,1.3372,-101,-0.8573762887352436,25.48,-1.105165365731949,29.76,-0.006987050822495147,20.96,-0.00897312236201446,24.05,-0.011130172618730817,23.03,-0.008693263878849356,21.11,-90.5,-654.5,2024-10-30,15,30,2024-10-30T13:30:00Z,1.17295275868271,743,1708.8999999999999,147.64895999999996,-0.3222521592048665,-0.01070205493808497,24.845,21.53833333333333
115933,2024,304,1600,13.84,1948,18.65,48.88,2.675,198.8,0,-0.016294933570482305,23.1,-0.008794904753091241,22.4,-0.007950123299093441,23.03,-0.7129345954268549,26.28,-0.022013957911174914,20.74,-0.0073580056670986965,20.29,0.656,1.1813,-101,-0.8238305112966815,26.02,-1.0508789081987637,30.35,-0.007186207518516462,21.49,-0.00910743937034399,24.41,-0.011532182169361959,23.16,-0.008767148694256792,21.04,-115.6,-687.8,2024-10-30,16,0,2024-10-30T14:00:00Z,1.1011405804411396,656,1508.8,130.36032,-0.3145084691524948,-0.01089210304404506,25.323333333333334,21.728333333333335
115934,2024,304,1630,12.58,1948,18.44,47.24,2.756,188.7,0,-0.017704153310365817,23.77,-0.008591957751045673,22.38,-0.007950123299093441,23.03,-0.7111454454534935,26.59,-0.0204022374978301,20.8,-0.007310862210384906,20.16,0.56,1.0077,-101,-0.81666519404807425,26.11,-1.3113482500134943,30.6,-0.007324252067913082,21.88,-0.009172488274559654,24.47,-0.011924226039572388,23.2,-0.008908021153667825,20.94,-145.4,-713,2024-10-30,16,30,2024-10-30T14:30:00Z,1.1215872996331266,560,1288,111.2832,-0.3130778284301199,-0.010560359560346682,25.549999999999997,21.771666666666665
115935,2024,304,1700,12.37,1948,17.84,49.58,3.04,190.6,0,-0.019145662133767803,24.22,-0.008492098704198814,22.14,-0.007935052735490113,22.94,-0.7010531890358361,26.7,-0.020249690756386683,20.77,-0.007249213074682254,19.99,0.455,0.81825,-101,-0.8114114184392969,26,-1.0192526923667802,30.64,-0.007401243748700103,22.11,-0.009102174087826402,24.17,-0.012315530678065118,23.16,-0.00912996850302356,20.83,-182.6,-732,2024-10-30,17,0,2024-10-30T15:00:00Z,1.0321117848135035,455,1046.5,90.4176,-0.3103721706044912,-0.010498884074358852,25.61,21.668333333333333
115936,2024,304,1730,12.34,1948,17.22,50.07,2.595,226.4,0,-0.02052958062203037,24.45,-0.008349876798208767,21.71,-0.007911871544644455,22.69,-0.6957621031469673,26.64,-0.020036875708298214,20.67,-0.00717668467973796,19.79,0.344,0.61905,-101,-0.8064522894349808,25.87,-1.029872523118816,30.48,-0.0074778169964393685,22.2,-0.008947772293204604,23.76,-0.012672440120032338,23.06,-0.009286793722380275,20.71,-215.1,-738,2024-10-30,17,30,2024-10-30T15:30:00Z,0.9827751123524707,344,791.1999999999999,68.35967999999998,-0.30866565697373105,-0.010397805295177785,25.531666666666666,21.473333333333333
115937,2024,304,1800,12.32,1948,16.83,53.17,2.63,207.6,0,-0.021754899037425324,24.39,-0.00821321307786974,21.22,-0.007814237166834827,22.41,-0.697111549725979,26.34,-0.019789100579069765,20.54,-0.007089650605804807,19.55,0.233,0.41884,-101,-0.8033415884191247,25.57,-1.1757131775835339,30.24,-0.0074749577039463725,22.1,-0.008807039311476153,23.3,-0.013013403775938012,22.91,-0.009457549275285184,20.61,-249.2,-742,2024-10-30,18,0,2024-10-30T16:00:00Z,0.8992108224999131,233,535.9,46.30176,-0.30860713562506037,-0.010274792255633367,25.310000000000002,21.22
115938,2024,304,1830,12.3,1948,15.94,61.87,2.286,213.2,0,-0.022898710182059565,24.17,-0.008046781333124971,20.79,-0.007762902405759352,22.13,-0.6988354938827318,25.86,-0.019516606517545162,20.39,-0.006998990112124438,19.3,0.126,0.22677,-101,-0.8066552294631422,25.2,-1.2911651319550055,29.91,-0.0074309873645113924,21.97,-0.00866954918586781,22.81,-0.013270269363128947,22.68,-0.009576659729270864,20.45,-278.6,-738,2024-10-30,18,30,2024-10-30T16:30:00Z,0.6917321039571267,126,289.79999999999995,25.038719999999994,-0.30988452105936437,-0.010132582902634754,24.991666666666664,20.951666666666668
115939,2024,304,1900,12.28,1948,14.87,65.92,2.427,204.7,0,-0.023917493532024443,23.8,-0.007897766863993029,20.35,-0.007656418168989694,21.74,-0.6973688860503485,25.38,-0.01922943242992847,20.23,-0.006919208877685714,19.08,0.026,0.04745,-101,-0.8180645038986101,24.8,-1.3930169661918026,29.31,-0.0073565760208521985,21.75,-0.008518543672816964,22.29,-0.013408697476152679,22.37,-0.009652267094058226,20.22,-300.7,-727,2024-10-30,19,0,2024-10-30T17:00:00Z,0.577149876577562,26,59.8,5.16672,-0.3120831998252251,-0.009984305573055274,24.566666666666666,20.653333333333332
115940,2024,304,1930,12.27,1948,14.08,69.91,2.627,168.8,0,-0.024885573257427546,23.3,-0.007775601848758732,19.91,-0.007501835053380537,21.28,-0.7055841215546159,24.92,-0.018888109618990137,20.04,-0.006824921964258131,18.82,0.002,0.00328,-101,-0.8242747477157154,24.37,-1.4720251455747984,28.64,-0.007255106006771477,21.45,-0.008357771235043087,21.77,-0.013466078594768222,22.03,-0.009666720468916116,19.93,-316.3,-711,2024-10-30,19,30,2024-10-30T17:30:00Z,0.48415879398495876,2,4.6,0.39744,-0.3151424712351815,-0.009820302134764312,24.090000000000003,20.319999999999997
115941,2024,304,2000,12.26,1948,13.38,76.4,2.76,213.1,0,-0.025852948620533597,22.82,-0.007610554420013621,19.47,-0.00738366956069437,20.76,-0.7144179405811484,24.42,-0.0185449735981782,19.83,-0.006747211973405797,18.57,0,0,-101,-0.8215653937314982,23.92,-1.5658434139888953,27.84,-0.007140106657479995,21.11,-0.008239982332099901,21.27,-0.013452727093602753,21.65,-0.009640334778313065,19.58,-329.4,-699.9,2024-10-30,20,0,2024-10-30T18:00:00Z,0.362802840548776,0,0,0,-0.3165345359174954,-0.009656565796235504,23.56833333333333,19.971666666666664
115942,2024,304,2030,12.25,1948,12.92,76.9,2.005,153,0,-0.02677364080327838,22.34,-0.007492880586158567,19.05,-0.007205835515398264,20.26,-0.715102427308435,23.93,-0.018191230299605662,19.62,-0.006661872553316052,18.3,0,0,-101,-0.8337913099985024,23.42,-1.6754495099890152,27.07,-0.007018342640583131,20.75,-0.008129861214756836,20.78,-0.013372356565955106,21.27,-0.009602117893284726,19.23,-335.6,-691.2,2024-10-30,20,30,2024-10-30T18:30:00Z,0.3445840600072638,0,0,0,-0.3192491140383138,-0.009498837458884048,23.048333333333336,19.621666666666666
115943,2024,304,2100,12.24,1948,13.16,74.1,1.739,140.6,0,-0.027633792697897064,21.88,-0.0073524962986365825,18.66,-0.007076748920165677,19.8,-0.7153782444257474,23.42,-0.017854391696162448,19.41,-0.006577157295855878,18.05,0,0,-101,-0.8557876379305984,22.98,-1.8174029214400844,26.39,-0.006896578623686268,20.39,-0.008027833289945776,20.32,-0.01328642087877231,20.89,-0.00957420840899943,18.91,-339.2,-685.6,2024-10-30,21,0,2024-10-30T19:00:00Z,0.39247397057744693,0,0,0,-0.32383256897063617,-0.009341691440857391,22.560000000000002,19.290000000000003
115944,2024,304,2130,12.23,1948,12.71,79.4,1.48,123.7,0,-0.028457764081653163,21.46,-0.007267209182677806,18.33,-0.006956832982563068,19.37,-0.7259771535253954,22.98,-0.017516357071591063,19.21,-0.0065032097154912785,17.83,0,0,-101,-0.8684298950801195,22.6,-1.970229664331288,25.73,-0.006781579274394785,20.05,-0.007956106891676347,19.91,-0.013227819330434147,20.55,-0.009545611997127404,18.61,-340.7,-682.1,2024-10-30,21,30,2024-10-30T19:30:00Z,0.3030856827435586,0,0,0,-0.32860989300003307,-0.009204892427166256,22.115,18.99
115945,2024,304,2200,12.22,1948,12.04,79.2,0.981,207.1,0,-0.02917488509972281,21.07,-0.0071671304584808755,18.03,-0.006843821190248424,19,-0.7330242634380116,22.58,-0.017197200751357583,19.02,-0.006454852802938996,17.63,0,0,-101,-0.8961005238339872,22.25,-2.14481387962316,25.24,-0.006676726926511374,19.74,-0.007892787510724737,19.53,-0.013191136699914244,20.23,-0.00953901818968319,18.36,-340.6,-676.3,2024-10-30,22,0,2024-10-30T20:00:00Z,0.2928195796182269,0,0,0,-0.33566692605237686,-0.009077739690002713,21.728333333333335,18.71833333333333
115946,2024,304,2230,12.21,1948,11.53,81.2,0.248,119.9,0,-0.029593370451609324,20.72,-0.007103152045479053,17.76,-0.006770525668049911,18.67,-0.7337342048423702,22.22,-0.016887525426597834,18.83,-0.006388949597917498,17.45,0,0,-101,-0.9149819664197498,21.94,-2.3458434122273903,24.67,-0.006565109911022582,19.41,-0.007851659029072432,19.18,-0.013197054040597919,19.93,-0.009521736904810885,18.12,-341.9,-670,2024-10-30,22,30,2024-10-30T20:30:00Z,0.2558826877730367,0,0,0,-0.3396554242844754,-0.00895927920201788,21.358333333333334,18.458333333333332
115947,2024,304,2300,12.2,1948,11.12,81.8,0.493,272.9,0,-0.029939212339463415,20.38,-0.007023573053680076,17.5,-0.006668985915127898,18.39,-0.7423434647999405,21.88,-0.01658952787081253,18.65,-0.006323046392896,17.27,0,0,-101,-0.9172313927456422,21.65,-2.571706597521705,24.11,-0.006470404564547243,19.13,-0.0077822967775228215,18.85,-0.013244493887387205,19.66,-0.00951848010092252,17.9,-343.9,-663.5,2024-10-30,23,0,2024-10-30T21:00:00Z,0.24106324911166999,0,0,0,-0.34188550993751227,-0.008837769731891734,21.011666666666663,18.21666666666667
115948,2024,304,2330,12.19,1948,10.44,84.8,0.048,123.7,0,-0.030365592128184255,20.07,-0.0069834801938209665,17.28,-0.0066242798309172814,18.11,-0.754791847970668,21.56,-0.016315876144522467,18.48,-0.006268127055378084,17.12,0,0,-101,-0.9336848775718033,21.37,-2.868452689800015,23.7,-0.006382463885677286,18.87,-0.007731889543036536,18.54,-0.013285416639457696,19.36,-0.00951246163891897,17.68,-346.4,-658.6,2024-10-30,23,30,2024-10-30T21:30:00Z,0.1924015581896228,0,0,0,-0.3477504028282061,-0.008736367364487069,20.695,17.995000000000005
115949,2024,304,2400,12.18,1948,10.09,87.4,0.047,223.1,0,-0.03086302533535605,19.77,-0.006939963156854388,17.04,-0.0065390624537998,17.86,-0.7572766428859231,21.25,-0.01605323966821457,18.32,-0.006205885139524446,16.95,0,0,-101,-0.9560149058594845,21.09,-3.16397591149626,23.29,-0.00629790554061002,18.62,-0.007661857798610516,18.25,-0.01336673910228899,19.1,-0.009492795285674462,17.44,-348.8,-653.6,2024-10-30,24,0,2024-10-30T22:00:00Z,0.1557962560957702,0,0,0,-0.35281207512737045,-0.008631770260762789,20.39333333333333,17.77
115950,2024,305,30,12.18,1948,9.59,88.7,0.268,257.2,0,-0.03134174412446697,19.43,-0.006873822839772495,16.82,-0.006468417007570405,17.6,-0.7568128795913274,20.95,-0.01579035561902008,18.15,-0.006150965802006531,16.8,0,0,-101,-0.9720890113890137,20.82,-3.5230828243526124,22.89,-0.006223494196950824,18.4,-0.007596470661014583,17.96,-0.01344099004661321,18.84,-0.00948112797752621,17.22,-350.8,-650.3,2024-10-31,0,30,2024-10-30T22:30:00Z,0.13510606252535862,0,0,0,-0.35603060843179835,-0.008527021823752904,20.088333333333335,17.558333333333334
115951,2024,305,100,12.17,1948,9.25,86.8,0.581,184.9,0,-0.03190175399393061,19.12,-0.006834336707832631,16.61,-0.006409138992471703,17.34,-0.7549815376189839,20.66,-0.015542144622033556,17.98,-0.006096046464488615,16.65,0,0,-101,-0.9745180152312347,20.58,-3.926732632530955,22.5,-0.006174439895985618,18.18,-0.007543953826579198,17.69,-0.01352919573308008,18.6,-0.009472626812772644,17,-351.7,-648.2,2024-10-31,1,0,2024-10-30T23:00:00Z,0.154246658937774,0,0,0,-0.35626792831394016,-0.0084381843033839235,19.8,17.351666666666667
115952,2024,305,130,12.16,1948,10.26,80.3,0.623,200.4,0,-0.032557940699420855,18.84,-0.006776523208401072,16.4,-0.006338319199139078,17.1,-0.7543577236836218,20.39,-0.015313007198140553,17.83,-0.006037465837802838,16.49,0,0,-101,-0.9792114392502261,20.32,-4.387426720721398,22.16,-0.006112246797320885,17.96,-0.0074731131115941835,17.41,-0.013612714969412085,18.38,-0.009466848949771553,16.79,-351.6,-647.8,2024-10-31,1,30,2024-10-30T23:30:00Z,0.2463769617061946,0,0,0,-0.35721562756036396,-0.008342471230651906,19.531666666666666,17.146666666666665
115953,2024,305,200,12.15,1948,9.83,80.9,0.002,238.8,0,-0.03327326245538515,18.59,-0.00673758103942329,16.21,-0.006294244251442159,16.87,-0.7580751526187233,20.13,-0.015053791411998058,17.65,-0.005986207789452786,16.35,0,0,-101,-0.9968494382957417,20.09,-4.950095034815108,21.82,-0.006059346399258389,17.75,-0.007429965690486458,17.17,-0.013703068612190769,18.16,-0.00947548610526564,16.6,-349.6,-646.7,2024-10-31,2,0,2024-10-31T00:00:00Z,0.23208135887538262,0,0,0,-0.36163903324669666,-0.008253378466123795,19.276666666666667,16.955000000000002
115954,2024,305,230,12.14,1948,9.17,85.8,0.269,237.5,0,-0.034033827284638024,18.35,-0.006708883506231387,16.02,-0.0062507481361279696,16.66,-0.7670693709802288,19.89,-0.014855011305719723,17.51,-0.005927627162767008,16.19,0,0,-101,-1.0191902761038234,19.87,NA,21.49,-0.005997191656956368,17.55,-0.007402854715933962,16.93,-0.0137872852369357,17.94,-0.009492917328646721,16.41,-348.6,-643.9,2024-10-31,2,30,2024-10-31T00:30:00Z,0.16503801706336862,0,0,0,-0.3680663015483508,-0.00817831366952169,19.033333333333335,16.76833333333333
115955,2024,305,300,12.13,1948,8.67,86.9,0.428,228.1,0,-0.03483300302337254,18.12,-0.006712112414583237,15.83,-0.006194901272020863,16.45,-0.769461761930771,19.65,-0.01463695538370811,17.36,-0.005893158740458144,16.05,0,0,-101,-1.0332576464751582,19.65,NA,21.21,-0.005932264795712966,17.36,-0.007376577120534915,16.71,-0.013879371889920503,17.73,-0.009513295018072418,16.23,-348,-641.7,2024-10-31,3,0,2024-10-31T01:00:00Z,0.14718692831178493,0,0,0,-0.3715253369182486,-0.008110213690999474,18.80166666666667,16.59
115956,2024,305,330,12.12,1948,8.4,88.7,0.443,267.2,0,-0.03568961915873768,17.9,-0.006690360869984076,15.65,-0.006170579851120072,16.25,-0.7683497761063607,19.38,-0.014443234830365553,17.23,-0.005856528414069212,15.92,0,0,-101,-1.029872523118816,19.38,NA,20.89,-0.0058707551376929006,17.18,-0.0073599583546548894,16.49,-0.013981396327789497,17.54,-0.009519717965355466,16.05,-347.4,-640.8,2024-10-31,3,30,2024-10-31T01:30:00Z,0.12465655524630259,0,0,0,-0.37081277891256476,-0.008044167521353326,18.55666666666667,16.419999999999998
115957,2024,305,400,12.11,1948,8.86,88.8,0.559,263.7,0,-0.03660328864016432,17.69,-0.006677061672949579,15.48,-0.006117020421007363,16.05,-0.7669766183213096,19.16,-0.014235294527283433,17.06,-0.0058123453711682906,15.77,0,0,-101,-1.0279386650497724,19.18,NA,20.64,-0.0058092454796728355,17,-0.0073457037354946846,16.28,-0.01407193826543967,17.35,-0.009540705869642471,15.88,-345.9,-640,2024-10-31,4,0,2024-10-31T02:00:00Z,0.12747001227399646,0,0,0,-0.37034150613953865,-0.007975930157313765,18.345000000000002,16.245
115958,2024,305,430,12.1,1948,9.45,80.9,0.216,162.6,0,-0.0375767522041152,17.48,-0.006639088873865763,15.33,-0.006087154762223809,15.87,-0.7641138388862488,18.94,-0.014038268352863608,16.93,-0.005784488191013964,15.65,0,0,-101,-1.0254563109939627,19.01,NA,20.38,-0.0057545702280994435,16.84,-0.007338520634841548,16.09,-0.014185661393935498,17.18,-0.009559688782242315,15.72,-343.5,-640.8,2024-10-31,4,30,2024-10-31T02:30:00Z,0.2262216150173636,0,0,0,-0.3694839436480972,-0.007910987256136866,18.143333333333334,16.093333333333334
115959,2024,305,500,12.1,1948,9.44,84.1,0.167,261.7,0,-0.038716005915470975,17.3,-0.006589051255238329,15.19,-0.006075086455738128,15.71,-0.7612726784919884,18.74,-0.013886011027611557,16.81,-0.005743830446540385,15.54,0,0,-101,-1.0235123407929316,18.84,NA,20.11,-0.0056930605700793785,16.66,-0.007339639943244294,15.91,-0.014296873924144792,17.02,-0.009581754151627288,15.56,-339.7,-640.5,2024-10-31,5,0,2024-10-31T03:00:00Z,0.1881937226251562,0,0,0,-0.36877459711605476,-0.00785031864854279,17.953333333333333,15.945
115960,2024,305,530,12.08,1948,9.24,84.3,0.229,199.2,0,-0.03998414397941958,17.13,-0.006590425110411794,15.06,-0.006038783901903269,15.56,-0.761079501901608,18.56,-0.013703012821117733,16.68,-0.005703172702066803,15.43,0.001,0.00104,-101,-1.0214379589586835,18.67,NA,19.92,-0.005648636928175998,16.53,-0.007342715426145296,15.75,-0.014415269555007222,16.86,-0.009626303323444996,15.44,-336.6,-639.7,2024-10-31,5,30,2024-10-31T03:30:00Z,0.18333622986974007,1,2.3,0.19872,-0.36859113165932433,-0.007797592597583525,17.783333333333335,15.815
115961,2024,305,600,12.07,1948,9.71,80.3,0.257,150.6,0,-0.0413733207763156,16.96,-0.006579587694474926,14.94,-0.006025993798410207,15.43,-0.7618033910742251,18.39,-0.013566422326562064,16.57,-0.005662514957593223,15.32,0.015,0.02673,-101,-1.023103671182957,18.5,NA,19.7,-0.005593961676602607,16.37,-0.007334085244535339,15.58,-0.014546266994491226,16.72,-0.009674353385095591,15.32,-333.5,-639,2024-10-31,6,0,2024-10-31T04:00:00Z,0.23744856358733424,15,34.5,2.9808,-0.3693705287652798,-0.007747314379953632,17.616666666666667,15.683333333333332
115962,2024,305,630,12.06,1948,11.32,74.8,0.905,97.4,0,-0.04293206756581457,16.82,-0.006598368364435019,14.83,-0.00602323911417915,15.3,-0.7621677765199789,18.23,-0.01339360599089696,16.45,-0.00562555337170815,15.22,0.097,0.17413,-101,-1.0224864824375177,18.35,NA,19.58,-0.005552955237922563,16.25,-0.007342924642669175,15.45,-0.014664216296769388,16.57,-0.009720478654726512,15.2,-329,-641.9,2024-10-31,6,30,2024-10-31T04:30:00Z,0.3382458598300331,97,223.1,19.27584,-0.3696547563868519,-0.007702681521526372,17.475000000000005,15.566666666666668
115963,2024,305,700,12.13,1948,12.91,67.17,1.233,97,0,-0.0445789503029391,16.69,-0.006590487875368957,14.72,-0.006015672449898903,15.2,-0.7640971015643384,18.11,-0.013277978992033845,16.35,-0.005595984103000092,15.14,0.199,0.35763,-101,-1.02032527574586,18.22,NA,19.37,-0.005511948799242519,16.13,-0.0073553834866660955,15.33,-0.014821874895279545,16.45,-0.009794642425499118,15.11,-318,-654.2,2024-10-31,7,0,2024-10-31T05:00:00Z,0.4894060242650471,199,457.7,39.54528,-0.36996777499166317,-0.007666356651262302,17.34,15.463333333333333
115964,2024,305,730,12.43,1948,14.02,62.98,1.558,70.8,0,-0.04648024033309901,16.6,-0.006806064581572615,14.72,-0.006063373817343036,15.2,-0.7645148372236811,18.09,-0.013186220111603116,16.3,-0.005581199468646062,15.1,0.308,0.55521,-101,-1.0109551650297877,18.2,NA,19.29,-0.005491445579902498,16.07,-0.0074263497315654355,15.3,-0.015062752853104154,16.4,-0.009930322828175917,15.1,-299.8,-669.4,2024-10-31,7,30,2024-10-31T05:30:00Z,0.5933467567682191,308,708.4,61.20576,-0.368615273851403,-0.007698255894657946,17.296666666666667,15.431666666666667
115965,2024,305,800,13.12,1948,14.58,60.85,2.087,69.68,0,-0.049142869293650145,16.6,-0.006952163967138528,14.89,-0.0061952429923431964,15.29,-0.7668374893329307,18.13,-0.01352724304552389,16.3,-0.005592287944411584,15.13,0.42,0.75566,-101,-0.9974355932568059,18.36,NA,19.36,-0.005467525157339139,16,-0.007560342454282956,15.41,-0.015382993612319732,16.4,-0.010144225802188555,15.16,-281,-683,2024-10-31,8,0,2024-10-31T06:00:00Z,0.6506969900438355,420,965.9999999999999,83.46239999999999,-0.36699883769760994,-0.00781991251373922,17.356666666666666,15.481666666666667
115966,2024,305,830,14,1948,15.15,57.39,2.05,81.4,0,-0.052345974274218846,16.68,-0.0071740346037688415,15.24,-0.006406767871867754,15.44,-0.7536983429392002,18.38,-0.014288860931280274,16.3,-0.005641959434122231,15.25,0.527,0.94924,-101,-0.9940790628253935,18.83,NA,19.61,-0.005492380080375818,16.04,-0.007735631031871883,15.59,-0.015993766384360245,16.44,-0.01051600705206142,15.27,-264.1,-692.6,2024-10-31,8,30,2024-10-31T06:30:00Z,0.7347579457213205,527,1212.1,104.72544,-0.3645047828590081,-0.008066573216283809,17.563333333333333,15.615
115967,2024,305,900,14,1948,15.65,57.88,1.916,54.89,0,-0.0558445975947649,16.77,-0.007554787755574001,15.78,-0.006601283448001049,15.62,-0.7582540327466387,18.73,-0.014370804069799065,16.4,-0.005737501646693081,15.45,0.629,1.1317,-101,-0.9769993232044252,19.35,NA,19.91,-0.005524153096468723,16.1,-0.007980703781000242,15.85,-0.017080049958812224,16.61,-0.010927176799496344,15.46,-254.3,-703,2024-10-31,9,0,2024-10-31T07:00:00Z,0.7500413685732752,629,1446.6999999999998,124.99487999999997,-0.3629558573905284,-0.008233590069907022,17.831666666666667,15.839999999999998
115968,2024,305,930,14,1948,16.59,52.61,1.554,108.8,0,-0.05980133536376199,16.88,-0.007945290397391865,16.44,-0.006755462078330709,15.88,-0.7641626560751537,19.19,-0.014472950550640327,16.51,-0.005869109301038395,15.76,0.723,1.3006,-101,-0.9706307722175856,19.77,NA,20.35,-0.0055638344971642075,16.15,-0.008302203326301152,16.23,-0.017857997194257274,16.88,-0.011332213015839582,15.7,-249.5,-714,2024-10-31,9,30,2024-10-31T07:30:00Z,0.896167710861147,723,1662.8999999999999,143.67455999999996,-0.3638416445858178,-0.00843067761450719,18.15833333333333,16.131666666666668
115969,2024,305,1000,13.97,1948,17.67,48.04,1.835,69.44,0,-0.06417089220379059,17.04,-0.008299549763389969,17.05,-0.006919934161635157,16.24,-0.7690694809485004,19.87,-0.014659711167621886,16.67,-0.006025610234783097,16.15,0.805,1.4494,-101,-0.9754532130929683,20.14,NA,20.91,-0.005606165973828808,16.24,-0.008768878217520848,16.81,-0.018285524186917375,17.25,-0.011830775992240318,16.08,-251,-729,2024-10-31,10,0,2024-10-31T08:00:00Z,1.052279929847675,805,1851.4999999999998,159.96959999999996,-0.36677980891876233,-0.008671983071428921,18.575,16.5
115970,2024,305,1030,12.82,1948,18.68,47.38,2.102,87.7,0,-0.0690118138721158,17.21,-0.00855500313904473,17.6,-0.007137749484644306,16.82,-0.7701790259134653,20.72,-0.014622247462079503,16.95,-0.0061972375232041636,16.61,0.874,1.5727,-101,-0.9840066819775047,20.39,NA,21.71,-0.005664851208776525,16.41,-0.009376551098065905,17.61,-0.019383701720751805,17.8,-0.012507305517735615,16.66,-255.9,-745,2024-10-31,10,30,2024-10-31T08:30:00Z,1.135585064203776,874,2010.1999999999998,173.68127999999996,-0.3699437945936964,-0.008883178086234166,19.10833333333333,16.973333333333333
115971,2024,305,1100,13.92,1948,19.98,42.56,2.508,71.6,0,-0.07461665480796006,17.44,-0.009015893193379206,18.26,-0.007479574415239942,17.64,-0.7787206391949819,21.64,-0.015306106539794655,17.35,-0.006409906119725921,17.18,0.929,1.673,-101,-0.9895125634975547,20.82,NA,22.63,-0.00577531753338399,16.73,-0.010130682519209532,18.6,-0.020931391416963825,18.51,-0.013451674037099235,17.44,-268.1,-764,2024-10-31,11,0,2024-10-31T09:00:00Z,1.3443181530847819,929,2136.7,184.61087999999998,-0.3742521646665401,-0.00932758118109866,19.779999999999998,17.593333333333334
115972,2024,305,1130,13.88,1948,21.14,34.05,2.336,71.8,0,-0.08178587743167971,17.85,-0.009473714738696808,18.92,-0.007983200431518516,18.72,-0.7768697703470766,22.55,-0.015906341772915854,17.84,-0.00665864015802214,17.83,0.97,1.7454,-101,-0.9940243178349789,21.45,-5.645802741665867,23.72,-0.005913400439143319,17.13,-0.01098397211184503,19.7,-0.022810459165345846,19.4,-0.014679802927798281,18.32,-288.3,-787,2024-10-31,11,30,2024-10-31T09:30:00Z,1.6581869643052214,970,2231,192.7584,-0.37669472504211987,-0.009787213844124629,20.615,18.290000000000003
115973,2024,305,1200,13.86,1948,21.86,33.54,2.298,3.61,0,-0.09162749245373142,18.61,-0.00986527043701819,19.62,-0.008606791202588606,19.97,-0.766171832092793,23.4,-0.016508299555416984,18.4,-0.006926099075205422,18.46,0.997,1.7941,-101,-0.974811964447283,22.03,-4.12983375741578,24.84,-0.006086004071342482,17.63,-0.011875973735282045,20.78,-0.02488931474626289,20.33,-0.016138181576908942,19.22,-312.1,-811,2024-10-31,12,0,2024-10-31T10:00:00Z,1.7464797312336966,997,2293.1,198.12384,-0.37322147898853186,-0.010252329374853025,21.53,19.018333333333334
